year,quarter,bls_wage_goods,bls_wage_private,bls_wage_private_extended,nipa_comp,nipa_wage,nipa_comp_wage_ratio,bls_comp_private,bls_hours_millions,nipa_ndp,productivity,bls_comp_private_cpi_u_rs,productivity_cpi_u_rs,bls_comp_private_c_cpi_u,productivity_c_cpi_u,bls_comp_private_cpi_u_rs_index,bls_comp_private_c_cpi_u_index,productivity_cpi_u_rs_index,productivity_c_cpi_u_index
1985,2,9.983333333333334,8.709999999999999,8.709999999999999,2363643,1963626,1.203713436265358,10.484344029871268,202886,3660325,18.041289196888894,28.537656134619315,49.107135921822575,26.657502533349813,45.87179809253813,0.9721557429157974,0.9716366102802527,1.0472568263039395,1.0466975895763955
1985,3,10.043333333333333,8.766666666666667,8.766666666666667,2406422,1997416,1.2047675596871157,10.561795606590382,203853,3741607,18.354436775519616,28.575359891857033,49.65866184207726,26.694820693625914,46.390634405882416,0.9734401484729758,0.9729968161250128,1.059018646129673,1.0585363388982911
1985,4,10.106666666666667,8.823333333333332,8.823333333333332,2455720,2037011,1.2055506818568973,10.63697551625069,204719,3786916,18.498116931012753,28.50413379394494,49.56980479386102,26.647268561329046,46.34064344573297,0.971013780315616,0.971263593270444,1.0571236842557443,1.0573956507268034
1986,1,10.14,8.873333333333333,8.873333333333333,2491109,2063537,1.2072034569770254,10.711918674909471,204698,3839705,18.757901884727744,28.557348065487492,50.00746825637763,26.677853098127393,46.71623880808477,0.9728265626773186,0.9723783659549653,1.0664572778392516,1.06596594395221
1986,2,10.173333333333334,8.9,8.9,2517187,2081804,1.2091373635558391,10.761322535646968,204711,3865423,18.882341447210948,28.854558674753427,50.62961614620178,26.958777073837247,47.30318527497175,0.982951255444321,0.982617735496943,1.0797251789774118,1.0793588231862359
1986,3,10.213333333333333,8.93,8.93,2555233,2111468,1.2101689440711392,10.806808670555272,205830,3916716,19.028887917213233,28.810319238610468,50.72990115429533,26.914175034574697,47.39112495926751,0.9814442072933848,0.9809920402846314,1.0818638530688738,1.081365421126757
1986,4,10.276666666666667,8.993333333333334,8.993333333333334,2604724,2152531,1.2100750233097688,10.882608042965854,207408,3955506,19.07113515389956,28.82426288291153,50.51283763792734,26.945147425159995,47.219797520790614,0.9819192075464016,0.982120949812556,1.0772347651574998,1.077456090681059
1987,1,10.303333333333333,9.046666666666667,9.046666666666667,2647757,2192652,1.207559156674201,10.924385170712606,209779,4009556,19.11323821736208,28.60885714319705,50.0538834139933,26.737236223571426,46.7793067737164,0.9745812563869711,0.9745428154806515,1.0674471256433338,1.0674050217810962
1987,2,10.356666666666667,9.1,9.1,2692023,2229890,1.2072447519832816,10.985927243047863,210830,4082390,19.3634207655457,28.471315767937345,50.18257037084994,26.581880854088784,46.852316816775584,0.9698958107001737,0.9688802833509403,1.0701914985637775,1.0690709568275216
1987,3,10.403333333333332,9.163333333333332,9.163333333333332,2740263,2270785,1.2067470059913201,11.057825064900461,212225,4148480,19.547555660266227,28.390176009484442,50.186952903757806,26.52942233483171,46.89759122441869,0.9671317265796457,0.9669682280949201,1.0702849602861546,1.0701040232282313
1987,4,10.48,9.256666666666666,9.256666666666666,2809576,2331739,1.2049273096174142,11.153610462691864,214274,4258908,19.875990554150295,28.398095093808774,50.60605906297541,26.53467328257183,47.28539850714637,0.9674014958721279,0.9671596193573456,1.0792228015580505,1.078952966695247
1988,1,10.546666666666667,9.296666666666667,9.296666666666667,2857560,2366183,1.2076665245249416,11.227273123000208,214727,4309570,20.069995855202187,28.38724712528978,50.74535249151572,26.52443275308799,47.415365207915166,0.9670319520369592,0.9667863633352293,1.0821933676715039,1.0819185324257525
1988,2,10.65,9.393333333333333,9.393333333333333,2923125,2421533,1.2071382054260669,11.339051542968853,217403,4412356,20.295745688881937,28.371835111876216,50.782690948661525,26.494130047513764,47.42179040767606,0.9665069307360082,0.9656818630884554,1.0829896461226,1.082065141919645
1988,3,10.73,9.473333333333333,9.473333333333333,2975841,2462854,1.2082896509496706,11.446530626663211,217958,4491463,20.607011442571505,28.3304785745122,51.00292090239099,26.454549722763755,47.62571530409529,0.9650980906015597,0.9642392038398713,1.0876862613511273,1.0867182775370023
1988,4,10.83,9.58,9.58,3035418,2508558,1.2100250422752832,11.592039904997213,220329,4594375,20.852339002128634,28.424432577670995,51.131285684862995,26.574204687870967,47.803003561483564,0.9682987011671188,0.9686004955458188,1.0904237635934662,1.0907636212859908
1989,1,10.913333333333334,9.676666666666666,9.676666666666666,3079060,2540806,1.2118438007466923,11.726608511892158,222509,4692825,21.090495215923852,28.47468134242378,51.21217528651371,26.595948104971413,47.833243149715294,0.9700104614111419,0.9693930191537958,1.0921488120190266,1.0914536248487046
1989,2,10.98,9.753333333333334,9.753333333333334,3114552,2563467,1.2149764362092432,11.850070174494153,223284,4780780,21.411207251751133,28.340506721434828,51.20682444044598,26.487476171898233,47.858690585057396,0.9654397066255124,0.965439336649971,1.092034700088739,1.0920342815994983
1989,3,11.08,9.843333333333334,9.843333333333334,3155045,2592251,1.2171062910188866,11.980382924595908,223852,4850477,21.668231688794382,28.445231890193458,51.447259984720716,26.569271648940855,48.0543182563745,0.9690072446796634,0.9684206917094152,1.0971622189370929,1.0964980920568295
1989,4,11.17,9.943333333333333,9.943333333333333,3209749,2635680,1.217806789898622,12.109058847558632,224279,4889204,21.79965132714164,28.504716068152778,51.31636399555399,26.64619547179461,47.970513463736,0.9710336159045105,0.9712244803386731,1.0943707362815194,1.0945858436144922
1990,1,11.336666666666666,10.066666666666666,10.066666666666666,3272763,2684433,1.2191635999110426,12.27291357243783,224835,5002680,22.250450330242177,28.433585775677123,51.54929872831459,26.56008395256584,48.15269212689815,0.9686105114281202,0.9680858102946639,1.0993382931220397,1.0987427760987911
1990,2,11.423333333333334,10.16,10.16,3334711,2738832,1.2175668314084251,12.3704790071096,224402,5077798,22.6281316565806,28.405738762662743,51.959895502393515,26.534911464178347,48.53777042603228,0.967661882938896,0.9671683008146013,1.1080946635851243,1.1075294499215345
1990,3,11.503333333333334,10.246666666666666,10.246666666666666,3372521,2769310,1.2178199623732988,12.478595214451735,223961,5120102,22.861578578413205,28.183476021379846,51.63391716796776,26.335099826032756,48.24757464253209,0.9600903430985146,0.9598853866504015,1.1011428625984403,1.1009077947929928
1990,4,11.583333333333334,10.32,10.32,3381496,2772219,1.2197795340122841,12.588124791006772,223414,5097868,22.818032889613004,28.00385114011888,50.76155558988178,26.176528446824594,47.449234651872516,0.9539712925687628,0.9541056345078843,1.082538914302408,1.0826913616329037
1991,1,11.656666666666666,10.39,10.39,3387532,2771729,1.2221728747651737,12.698376168810155,222012,5116207,23.044731816298217,28.096095269105728,50.98817139722319,26.245367998962426,47.62951253891041,0.9571136550431653,0.9566147603724973,1.0873717139909194,1.0868049224188976
1991,2,11.736666666666666,10.486666666666666,10.486666666666666,3427613,2800145,1.2240841099300215,12.836562032799492,220988,5197916,23.521259072890835,28.276518980242578,51.812886263032446,26.402650565649253,48.37927652114547,0.9632599182861052,0.96234753671794,1.1049595503971812,1.1039129536186663
1991,3,11.799999999999999,10.56,10.56,3469924,2828083,1.226952674302699,12.956620240636502,221138,5268156,23.82293409545171,28.36483420879315,52.153537221470465,26.521312911338974,48.76391202931812,0.9662684399466563,0.9666726485392602,1.11222425917961,1.1126895238864731
1991,4,11.856666666666667,10.613333333333333,10.613333333333333,3516988,2857955,1.2305960030861227,13.060725579420716,220994,5320667,24.07606993855037,28.403601175381063,52.35904270760252,26.54276488720984,48.92878729447333,0.9675890644936086,0.967454549435374,1.116606860998159,1.1164516293585671
1992,1,11.893333333333333,10.67,10.67,3595670,2912856,1.2344139222810877,13.171196550739205,220111,5414933,24.600919536052263,28.473866609047917,53.182966227176976,26.608319872692856,49.6985322218823,0.9699827069338102,0.9698439564626078,1.1341778211861113,1.1340155835441494
1992,2,11.98,10.743333333333334,10.743333333333334,3651900,2951982,1.237101039233979,13.290588831503715,221119,5515582,24.94395325593911,28.535177900579576,53.55520005364818,26.6595419839479,50.03498170796277,0.9720713200941523,0.9717109460085709,1.1421160649552815,1.1416926505164147
1992,3,12.023333333333333,10.803333333333333,10.803333333333333,3688514,2976554,1.2391893444567106,13.387375551280662,221125,5603289,25.33991633691351,28.574574038909272,54.08657677042869,26.69627879569567,50.53129858041018,0.9734133778281601,0.9730499623396938,1.1534481836696224,1.1530175537392797
1992,4,12.076666666666666,10.87,10.87,3736905,3020771,1.2370699400914535,13.4469502487941,222301,5706526,25.670266890387357,28.48074204957506,54.36981888993262,26.62777924702999,50.832507544294394,0.9702169237511271,0.9705532292272059,1.1594885938376989,1.1598905063935534
1993,1,12.15,10.956666666666667,10.956666666666667,3745569,3015937,1.2419254778863087,13.60736348604099,223775,5743293,25.665480951848956,28.667341736221708,54.07080615035512,26.789496863143196,50.52891562395262,0.9765735760334344,0.976447658240061,1.1531118600535724,1.1529631797037305
1993,2,12.243333333333334,11.01,11.01,3800220,3066450,1.2392897324267476,13.644579954018491,226103,5811403,25.70245861399451,28.54497799165222,53.77051678690548,26.677506323891322,50.25273804874098,0.972405167231858,0.972365726415952,1.1467079010395556,1.1466613904935947
1993,3,12.303333333333333,11.07,11.07,3834110,3093619,1.2393607616193203,13.719723631125875,226811,5873403,25.895582665743724,28.58240414589578,53.948463485557916,26.701658920532164,50.398611114908554,0.9736801160437539,0.9732460619650236,1.1505027852530982,1.1499899059015521
1993,4,12.403333333333332,11.153333333333334,11.153333333333334,3889258,3141356,1.2380825350581086,13.808747207681439,228503,5992138,26.22345439666,28.58232549329517,54.27916796876231,26.722046644216295,50.74641175053317,0.9736774366864508,0.973989172040958,1.1575553759005444,1.157925982142275
1994,1,12.51,11.236666666666666,11.236666666666666,3913385,3152713,1.2412753714023446,13.947797589991012,229903,6082367,26.456231541128215,28.786152766113744,54.601675844873256,26.899323923554093,51.022732257890134,0.980620959059091,0.980450733642987,1.1644331660313243,1.1642310327622136
1994,2,12.57,11.29,11.29,3991532,3223321,1.2383290401421392,13.98073486320475,233441,6199961,26.559006344215454,28.700323670596532,54.52160318514775,26.81085682334981,50.932209460552976,0.9776971293050732,0.9772262052665467,1.1627255396767482,1.1621654936354635
1994,3,12.656666666666666,11.36,11.36,4031752,3258704,1.2372255964334287,14.05488277548375,235624,6268804,26.60511662648966,28.630159427345543,54.19531011159953,26.771954760467924,50.67783133444448,0.9753069339890311,0.9758082679161075,1.1557670265760644,1.1563611218316463
1994,4,12.753333333333334,11.446666666666667,11.446666666666667,4088097,3311620,1.2344704404490854,14.130571641673864,236300,6375381,26.980029623360135,28.654426832875284,54.71097025624662,26.796100738558795,51.16279865031838,0.9761336205795527,0.9766883622263215,1.1667639742985756,1.1674270521342807
1995,1,12.82,11.516666666666667,11.516666666666667,4134442,3358102,1.231184162958719,14.179137610074582,237692,6423138,27.022945660771082,28.580917578315432,54.470208548158126,26.70953828874514,50.90368833773157,0.9736294750519482,0.9735332562590887,1.1616294996937104,1.161514701825451
1995,2,12.9,11.596666666666668,11.596666666666668,4172863,3395188,1.2290521172907067,14.25290772018123,237640,6465244,27.206042753745162,28.507930428894912,54.41612261132676,26.67128276350745,50.910317628295395,0.9711431154107254,0.9721388844937691,1.1604760651573558,1.1616659682405968
1995,3,13.016666666666666,11.696666666666667,11.696666666666667,4219726,3438905,1.2270551236512786,14.352454762974455,239530,6552363,27.355082870621633,28.57136874171211,54.455643481481175,26.681448690513168,50.8535475004671,0.9733041870781113,0.9725094213377152,1.1613188856614178,1.1603705937746134
1995,4,13.076666666666666,11.78,11.78,4265315,3479893,1.2257029167276121,14.43878035905127,239577,6628727,27.668461496721303,28.620635361713543,54.84458713445684,26.725098357721663,51.21224483778339,0.9749824898561149,0.9741004036374735,1.1696134825256048,1.1685553097432142
1996,1,13.186666666666667,11.873333333333333,11.873333333333333,4314538,3524438,1.2241775851923058,14.535068528183311,239327,6712893,28.049041687732682,28.584503748378008,55.16093272672145,26.699947695939322,51.52421156677462,0.9737516405095794,0.9731836897131317,1.1763598560363242,1.175673731885822
1996,2,13.33,11.983333333333333,11.983333333333333,4387502,3589950,1.2221624256605246,14.645579734165285,241925,6865280,28.37772036788261,28.556020430611007,55.33101299561547,26.67251726746804,51.6814800275892,0.9727813358421651,0.9721838808036126,1.1799869810819068,1.1792622661420753
1996,3,13.45,12.09,12.09,4451230,3647237,1.2204389240403077,14.755106591647321,244005,6949528,28.481088502284788,28.620532702376494,55.24486860300715,26.75739478933059,51.648541089964205,0.974978992692101,0.9752775730025852,1.1781498691935146,1.178510669124977
1996,4,13.53,12.196666666666667,12.196666666666667,4514499,3704252,1.218734308572959,14.864496116894857,246000,7063561,28.713662601626016,28.60221886647049,55.25074349854634,26.72780961399382,51.629957806940645,0.9743551187247768,0.9741992259427733,1.1782751569819745,1.17808663783874
1997,1,13.67,12.316666666666666,12.316666666666666,4592404,3776357,1.2160937114790789,14.978220879717322,247241,7149353,28.9165348789238,28.669616477947994,55.34876081127718,26.762556424789032,51.667043938077086,0.9766510667433381,0.9754657089307003,1.1803654702923811,1.1789328650563635
1997,2,13.75,12.423333333333334,12.423333333333334,4659976,3835645,1.2149132675208472,15.093272493500658,248698,7287601,29.30301409741936,28.820260651635557,55.95343915839575,26.93982844852531,52.302651605152505,0.981782868664853,0.9819270789718417,1.1932608166580547,1.1934360901469085
1997,3,13.843333333333334,12.556666666666667,12.556666666666667,4738859,3902961,1.2141702158950602,15.245930677588973,249859,7415017,29.676805718425193,28.97629718037532,56.403505961457014,27.070279835677287,52.69336798229776,0.9870983650322994,0.9866818883715645,1.2028589233883893,1.2023514130069575
1997,4,14.02,12.706666666666667,12.706666666666667,4844037,3992413,1.2133105968746218,15.417133317620195,251036,7500934,29.879913637884606,29.15369528454021,56.50271547770014,27.260440512756702,52.833402388816744,0.9931415588017085,0.9936130356331989,1.2049746615834518,1.2055467025281028
1998,1,14.11,12.83,12.83,4941988,4074893,1.2127896364395334,15.560091035519214,252595,7585134,30.02883667531028,29.38692266607307,56.712720967704534,27.456135737985665,52.986567618986285,1.0010866169835306,1.0007459110798624,1.209453230305491,1.2090416097236298
1998,2,14.18,12.96,12.96,5028314,4145492,1.2129595232604478,15.719955421455404,253945,7669665,30.20207131465475,29.605879436327708,56.88049731035788,27.652165637947924,53.12691138182805,1.008545536547535,1.0078909850519877,1.2130312219117565,1.2122439581029592
